"","GeneID","Symbol","Description","Synonyms","GeneType","EnsemblGeneID","Status","ChrAcc","ChrStart","ChrStop","Orientation","Length","GOFunctionID","GOProcessID","GOComponentID","GOFunction","GOProcess","GOComponent"
"PSEN1",5663,"PSEN1","presenilin 1","ACNINV3|AD3|FAD|PS-1|PS1|PSNL1|S182","protein-coding","ENSG00000080815","active","NC_000014.9","73136436","73223691","positive",6535,"GO:0004175///GO:0004190///GO:0005262///GO:0005515///GO:0008013///GO:0030165///GO:0042500///GO:0045296///GO:0051117///GO:0070851","GO:0000045///GO:0000122///GO:0001568///GO:0001708///GO:0001756///GO:0001764///GO:0001921///GO:0001947///GO:0002038///GO:0002244///GO:0002265///GO:0002286///GO:0003407///GO:0006486///GO:0006509///GO:0006816///GO:0006839///GO:0006974///GO:0006979///GO:0007175///GO:0007219///GO:0007220///GO:0007611///GO:0007613///GO:0009791///GO:0010468///GO:0010628///GO:0010629///GO:0010975///GO:0015031///GO:0015871///GO:0016080///GO:0016485///GO:0021549///GO:0021795///GO:0021870///GO:0021904///GO:0030326///GO:0032092///GO:0032436///GO:0032469///GO:0032760///GO:0034205///GO:0035556///GO:0040011///GO:0042307///GO:0042325///GO:0042327///GO:0042982///GO:0042987///GO:0043011///GO:0043065///GO:0043066///GO:0043085///GO:0043406///GO:0043524///GO:0043589///GO:0045821///GO:0045893///GO:0048143///GO:0048167///GO:0048538///GO:0048666///GO:0048705///GO:0048854///GO:0050435///GO:0050673///GO:0050771///GO:0050808///GO:0050820///GO:0050852///GO:0051208///GO:0051402///GO:0051444///GO:0051563///GO:0051966///GO:0060075///GO:0060828///GO:0060999///GO:0070050///GO:0070588///GO:0097190///GO:0098609///GO:0098693///GO:0098712///GO:0099175///GO:0140249///GO:1904646///GO:1904797///GO:1905598///GO:1905908///GO:1990535///GO:2000059///GO:2001234","GO:0000139///GO:0000776///GO:0005634///GO:0005640///GO:0005654///GO:0005739///GO:0005743///GO:0005765///GO:0005783///GO:0005789///GO:0005790///GO:0005791///GO:0005794///GO:0005813///GO:0005886///GO:0005938///GO:0008021///GO:0009986///GO:0016020///GO:0016235///GO:0016324///GO:0030018///GO:0030054///GO:0030426///GO:0031594///GO:0031901///GO:0031965///GO:0032991///GO:0035253///GO:0035577///GO:0042383///GO:0042734///GO:0043005///GO:0043025///GO:0043198///GO:0045121///GO:0048471///GO:0070765///GO:0098794///GO:0098978","endopeptidase activity///aspartic-type endopeptidase activity///calcium channel activity///protein binding///beta-catenin binding///PDZ domain binding///aspartic endopeptidase activity, intramembrane cleaving///cadherin binding///ATPase binding///growth factor receptor binding","autophagosome assembly///negative regulation of transcription by RNA polymerase II///blood vessel development///cell fate specification///somitogenesis///neuron migration///positive regulation of receptor recycling///heart looping///positive regulation of L-glutamate import across plasma membrane///hematopoietic progenitor cell differentiation///astrocyte activation involved in immune response///T cell activation involved in immune response///neural retina development///protein glycosylation///membrane protein ectodomain proteolysis///calcium ion transport///mitochondrial transport///cellular response to DNA damage stimulus///response to oxidative stress///negative regulation of epidermal growth factor-activated receptor activity///Notch signaling pathway///Notch receptor processing///learning or memory///memory///post-embryonic development///regulation of gene expression///positive regulation of gene expression///negative regulation of gene expression///regulation of neuron projection development///protein transport///choline transport///synaptic vesicle targeting///protein processing///cerebellum development///cerebral cortex cell migration///Cajal-Retzius cell differentiation///dorsal/ventral neural tube patterning///embryonic limb morphogenesis///positive regulation of protein binding///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///endoplasmic reticulum calcium ion homeostasis///positive regulation of tumor necrosis factor production///amyloid-beta formation///intracellular signal transduction///locomotion///positive regulation of protein import into nucleus///regulation of phosphorylation///positive regulation of phosphorylation///amyloid precursor protein metabolic process///amyloid precursor protein catabolic process///myeloid dendritic cell differentiation///positive regulation of apoptotic process///negative regulation of apoptotic process///positive regulation of catalytic activity///positive regulation of MAP kinase activity///negative regulation of neuron apoptotic process///skin morphogenesis///positive regulation of glycolytic process///positive regulation of DNA-templated transcription///astrocyte activation///regulation of synaptic plasticity///thymus development///neuron development///skeletal system morphogenesis///brain morphogenesis///amyloid-beta metabolic process///epithelial cell proliferation///negative regulation of axonogenesis///synapse organization///positive regulation of coagulation///T cell receptor signaling pathway///sequestering of calcium ion///neuron apoptotic process///negative regulation of ubiquitin-protein transferase activity///smooth endoplasmic reticulum calcium ion homeostasis///regulation of synaptic transmission, glutamatergic///regulation of resting membrane potential///regulation of canonical Wnt signaling pathway///positive regulation of dendritic spine development///neuron cellular homeostasis///calcium ion transmembrane transport///apoptotic signaling pathway///cell-cell adhesion///regulation of synaptic vesicle cycle///L-glutamate import across plasma membrane///regulation of postsynapse organization///protein catabolic process at postsynapse///cellular response to amyloid-beta///negative regulation of core promoter binding///negative regulation of low-density lipoprotein receptor activity///positive regulation of amyloid fibril formation///neuron projection maintenance///negative regulation of ubiquitin-dependent protein catabolic process///negative regulation of apoptotic signaling pathway","Golgi membrane///kinetochore///nucleus///nuclear outer membrane///nucleoplasm///mitochondrion///mitochondrial inner membrane///lysosomal membrane///endoplasmic reticulum///endoplasmic reticulum membrane///smooth endoplasmic reticulum///rough endoplasmic reticulum///Golgi apparatus///centrosome///plasma membrane///cell cortex///synaptic vesicle///cell surface///membrane///aggresome///apical plasma membrane///Z disc///cell junction///growth cone///neuromuscular junction///early endosome membrane///nuclear membrane///protein-containing complex///ciliary rootlet///azurophil granule membrane///sarcolemma///presynaptic membrane///neuron projection///neuronal cell body///dendritic shaft///membrane raft///perinuclear region of cytoplasm///gamma-secretase complex///postsynapse///glutamatergic synapse"
"PAPLN",89932,"PAPLN","papilin, proteoglycan like sulfated glycoprotein","PPN","protein-coding","ENSG00000100767","active","NC_000014.9","73235841","73274623","positive",6287,"GO:0004222///GO:0004867","GO:0010951///GO:0030198","GO:0005576///GO:0031012","metalloendopeptidase activity///serine-type endopeptidase inhibitor activity","negative regulation of endopeptidase activity///extracellular matrix organization","extracellular region///extracellular matrix"
"PAPLN-AS1",101928123,"PAPLN-AS1","PAPLN antisense RNA 1","","ncRNA","","active","NC_000014.9","73244018","73246001","negative",1705,"","","","","",""
"NUMB",8650,"NUMB","NUMB endocytic adaptor protein","C14orf41|S171|c14_5527","protein-coding","ENSG00000133961","active","NC_000014.9","73275210","73458580","negative",3749,"GO:0005515///GO:0008013///GO:0045294///GO:0045296","GO:0007409///GO:0021670///GO:0021849///GO:0030335///GO:0034332///GO:0050769///GO:0099149///GO:1903077","GO:0005737///GO:0005769///GO:0005886///GO:0005905///GO:0005925///GO:0010008///GO:0016323///GO:0030136///GO:0045177///GO:0098978","protein binding///beta-catenin binding///alpha-catenin binding///cadherin binding","axonogenesis///lateral ventricle development///neuroblast division in subventricular zone///positive regulation of cell migration///adherens junction organization///positive regulation of neurogenesis///regulation of postsynaptic neurotransmitter receptor internalization///negative regulation of protein localization to plasma membrane","cytoplasm///early endosome///plasma membrane///clathrin-coated pit///focal adhesion///endosome membrane///basolateral plasma membrane///clathrin-coated vesicle///apical part of cell///glutamatergic synapse"
"LOC101928143",101928143,"LOC101928143","uncharacterized LOC101928143","","ncRNA","ENSG00000284930","active","NC_000014.9","73460935","73463642","negative",659,"","","","","",""
"HEATR4",399671,"HEATR4","HEAT repeat containing 4","","protein-coding","ENSG00000187105","active","NC_000014.9","73478484","73558947","negative",4324,"GO:0016491","","","oxidoreductase activity","",""
"RIOX1",79697,"RIOX1","ribosomal oxygenase 1","C14orf169|JMJD9|MAPJD|NO66|ROX|URLC2|hsNO66","protein-coding","ENSG00000170468","active","NC_000014.9","73490933","73493394","positive",2462,"GO:0005506///GO:0005515///GO:0016706///GO:0032453///GO:0034647///GO:0036139///GO:0051864///GO:0140457///GO:0140680","GO:0006325///GO:0034720///GO:0045668///GO:0045892///GO:0070544","GO:0005634///GO:0005654///GO:0005730","iron ion binding///protein binding///2-oxoglutarate-dependent dioxygenase activity///histone H3K4 demethylase activity///histone H3K4me/H3K4me2/H3K4me3 demethylase activity///peptidyl-histidine dioxygenase activity///histone H3K36 demethylase activity///protein demethylase activity///histone H3K36me/H3K36me2 demethylase activity","chromatin organization///histone H3-K4 demethylation///negative regulation of osteoblast differentiation///negative regulation of DNA-templated transcription///histone H3-K36 demethylation","nucleus///nucleoplasm///nucleolus"
"ACOT1",641371,"ACOT1","acyl-CoA thioesterase 1","ACH2|CTE-1|LACH2","protein-coding","ENSG00000184227","active","NC_000014.9","73493021","73543799","positive",2615,"GO:0016290///GO:0047617///GO:0052689///GO:0102991","GO:0000038///GO:0001676///GO:0006631///GO:0006637","GO:0005829","palmitoyl-CoA hydrolase activity///acyl-CoA hydrolase activity///carboxylic ester hydrolase activity///myristoyl-CoA hydrolase activity","very long-chain fatty acid metabolic process///long-chain fatty acid metabolic process///fatty acid metabolic process///acyl-CoA metabolic process","cytosol"
"ACOT2",10965,"ACOT2","acyl-CoA thioesterase 2","CTE-IA|CTE1A|MTE1|PTE2|PTE2A|ZAP128","protein-coding","ENSG00000119673","active","NC_000014.9","73567620","73575658","positive",2411,"GO:0005515///GO:0016290///GO:0047617///GO:0052689///GO:0102991","GO:0000038///GO:0001676///GO:0006631///GO:0006637","GO:0005739///GO:0005759///GO:0005782///GO:0005829","protein binding///palmitoyl-CoA hydrolase activity///acyl-CoA hydrolase activity///carboxylic ester hydrolase activity///myristoyl-CoA hydrolase activity","very long-chain fatty acid metabolic process///long-chain fatty acid metabolic process///fatty acid metabolic process///acyl-CoA metabolic process","mitochondrion///mitochondrial matrix///peroxisomal matrix///cytosol"
"DNAL1",83544,"DNAL1","dynein axonemal light chain 1","C14orf168|CILD16|LC1","protein-coding","ENSG00000119661","active","NC_000014.9","73644986","73703732","positive",8676,"GO:0005515///GO:0043014///GO:0045504","GO:0036158","GO:0005737///GO:0005874///GO:0036157","protein binding///alpha-tubulin binding///dynein heavy chain binding","outer dynein arm assembly","cytoplasm///microtubule///outer dynein arm"
"PNMA1",9240,"PNMA1","PNMA family member 1","MA1","protein-coding","ENSG00000176903","active","NC_000014.9","73711783","73714384","negative",2602,"GO:0005515","GO:0002437///GO:0043065","GO:0005654///GO:0005730///GO:0005737///GO:0005829","protein binding","inflammatory response to antigenic stimulus///positive regulation of apoptotic process","nucleoplasm///nucleolus///cytoplasm///cytosol"
"MIDEAS",91748,"MIDEAS","mitotic deacetylase associated SANT domain protein","C14orf117|C14orf43|ELMSAN1|LSR68|c14_5541","protein-coding","ENSG00000156030","active","NC_000014.9","73715122","73790285","negative",8521,"GO:0003677///GO:0003714","GO:0006357///GO:0016575///GO:0045892","GO:0000118///GO:0005654///GO:0005667","DNA binding///transcription corepressor activity","regulation of transcription by RNA polymerase II///histone deacetylation///negative regulation of DNA-templated transcription","histone deacetylase complex///nucleoplasm///transcription regulator complex"
"PTGR2",145482,"PTGR2","prostaglandin reductase 2","HEL-S-298|PGR2|ZADH1","protein-coding","ENSG00000140043","active","NC_000014.9","73851831","73885726","positive",4192,"GO:0005515///GO:0008270///GO:0036132///GO:0047522","GO:0006693","GO:0005737","protein binding///zinc ion binding///13-prostaglandin reductase activity///15-oxoprostaglandin 13-oxidase activity","prostaglandin metabolic process","cytoplasm"
"ZNF410",57862,"ZNF410","zinc finger protein 410","APA-1|APA1","protein-coding","ENSG00000119725","active","NC_000014.9","73886859","73932521","positive",2914,"GO:0000978///GO:0003712///GO:0005515///GO:0046872///GO:1990837","GO:0006351///GO:0006357///GO:0010629///GO:0045944","GO:0005634///GO:0005694","RNA polymerase II cis-regulatory region sequence-specific DNA binding///transcription coregulator activity///protein binding///metal ion binding///sequence-specific double-stranded DNA binding","DNA-templated transcription///regulation of transcription by RNA polymerase II///negative regulation of gene expression///positive regulation of transcription by RNA polymerase II","nucleus///chromosome"
"FAM161B",145483,"FAM161B","FAM161 centrosomal protein B","C14orf44|c14_5547","protein-coding","ENSG00000156050","active","NC_000014.9","73932031","73950291","negative",4434,"GO:0005515","GO:0008150///GO:0044782","GO:0005881///GO:0005929///GO:0015630","protein binding","biological_process///cilium organization","cytoplasmic microtubule///cilium///microtubule cytoskeleton"
